,0
936,ISK_KRW
937,ISK_LBP
938,ISK_LKR
939,ISK_NPR
940,ISK_PHP
941,ISK_PKR
942,ISK_RUB
943,ISK_THB
944,ISK_XAF
945,ISK_XOF
946,JOD_AED
947,JOD_EUR
948,JOD_GBP
949,JOD_ILS
950,JOD_JPY
951,JOD_KWD
952,JOD_SAR
953,JOD_USD
954,JPY_AED
955,JPY_ARS
956,JPY_AUD
957,JPY_BRL
958,JPY_BYN
959,JPY_CAD
960,JPY_CHF
961,JPY_CLP
962,JPY_CNY
963,JPY_CZK
964,JPY_DKK
965,JPY_EGP
966,JPY_EUR
967,JPY_GBP
968,JPY_HKD
969,JPY_HUF
970,JPY_IDR
971,JPY_ILS
972,JPY_INR
973,JPY_ISK
974,JPY_JMD
975,JPY_JOD
976,JPY_KES
977,JPY_KRW
978,JPY_KWD
979,JPY_LBP
980,JPY_LKR
981,JPY_MXN
982,JPY_MYR
983,JPY_NOK
984,JPY_NPR
985,JPY_NZD
986,JPY_PHP
987,JPY_PKR
988,JPY_PLN
989,JPY_RUB
990,JPY_SAR
991,JPY_SEK
992,JPY_SGD
993,JPY_THB
994,JPY_TRY
995,JPY_TWD
996,JPY_UAH
997,JPY_USD
998,JPY_XAF
999,JPY_XOF
1000,JPY_ZAR
1001,KGS_RUB
1002,KRW_AUD
1003,KRW_CAD
1004,KRW_CHF
1005,KRW_CNY
1006,KRW_EUR
1007,KRW_GBP
1008,KRW_HKD
1009,KRW_IDR
1010,KRW_ILS
1011,KRW_INR
1012,KRW_JPY
1013,KRW_MYR
1014,KRW_SGD
1015,KRW_THB
1016,KRW_TWD
1017,KRW_USD
1018,KRW_ZAR
1019,KWD_AED
1020,KWD_CNY
1021,KWD_EUR
1022,KWD_GBP
1023,KWD_JOD
1024,KWD_JPY
1025,KWD_MYR
1026,KWD_PKR
1027,KWD_SAR
1028,KWD_SGD
1029,KWD_TRY
1030,KWD_USD
1031,KYD_USD
1032,KZT_RUB
1033,MAD_EUR
1034,MDL_RUB
1035,MXN_AED
1036,MXN_ARS
1037,MXN_AUD
1038,MXN_BBD
1039,MXN_BOB
1040,MXN_BRL
1041,MXN_CAD
1042,MXN_CHF
1043,MXN_CLP
1044,MXN_CNY
1045,MXN_COP
1046,MXN_CZK
1047,MXN_DKK
1048,MXN_EGP
1049,MXN_EUR
1050,MXN_GBP
1051,MXN_HKD
1052,MXN_HUF
1053,MXN_IDR
1054,MXN_ILS
1055,MXN_INR
1056,MXN_ISK
1057,MXN_JMD
1058,MXN_JPY
1059,MXN_KES
1060,MXN_KRW
1061,MXN_LBP
1062,MXN_LKR
1063,MXN_MAD
1064,MXN_MYR
1065,MXN_NAD
1066,MXN_NOK
1067,MXN_NPR
1068,MXN_NZD
1069,MXN_PAB
1070,MXN_PEN
1071,MXN_PHP
1072,MXN_PKR
1073,MXN_PLN
1074,MXN_PYG
1075,MXN_QAR
1076,MXN_RON
1077,MXN_RUB
1078,MXN_SAR
1079,MXN_SEK
1080,MXN_SGD
1081,MXN_THB
1082,MXN_TRY
1083,MXN_TWD
1084,MXN_USD
1085,MXN_UYU
1086,MXN_VEF
1087,MXN_XAF
1088,MXN_XCD
1089,MXN_XOF
1090,MXN_ZAR
1091,MYR_CNY
1092,MYR_DKK
1093,MYR_HKD
1094,MYR_IDR
1095,MYR_INR
1096,MYR_JPY
1097,MYR_KRW
1098,MYR_NZD
1099,MYR_PKR
1100,MYR_SGD
1101,MYR_THB
1102,MYR_TWD
1103,MYR_USD
1104,MYR_ZAR
1105,NIO_USD
1106,NOK_AED
1107,NOK_ARS
1108,NOK_AUD
1109,NOK_BBD
1110,NOK_BHD
1111,NOK_BRL
1112,NOK_CAD
1113,NOK_CHF
1114,NOK_CLP
1115,NOK_CNY
1116,NOK_CZK
1117,NOK_DKK
1118,NOK_EGP
1119,NOK_EUR
1120,NOK_GBP
1121,NOK_HKD
1122,NOK_HUF
1123,NOK_IDR
1124,NOK_ILS
1125,NOK_INR
1126,NOK_ISK
1127,NOK_JMD
1128,NOK_JOD
1129,NOK_JPY
1130,NOK_KES
1131,NOK_KRW
1132,NOK_LBP
1133,NOK_LKR
1134,NOK_MAD
1135,NOK_MXN
1136,NOK_MYR
1137,NOK_NAD
1138,NOK_NPR
1139,NOK_NZD
1140,NOK_OMR
1141,NOK_PAB
1142,NOK_PHP
1143,NOK_PKR
1144,NOK_PLN
1145,NOK_QAR
1146,NOK_RON
1147,NOK_RUB
1148,NOK_SAR
1149,NOK_SEK
1150,NOK_SGD
1151,NOK_THB
1152,NOK_TRY
1153,NOK_TWD
1154,NOK_USD
1155,NOK_VEF
1156,NOK_XAF
1157,NOK_XCD
1158,NOK_XOF
1159,NOK_ZAR
1160,NZD_AED
1161,NZD_ARS
1162,NZD_AUD
1163,NZD_BBD
1164,NZD_BHD
1165,NZD_BRL
1166,NZD_BYN
1167,NZD_CAD
1168,NZD_CHF
1169,NZD_CLP
1170,NZD_CNY
1171,NZD_CZK
1172,NZD_DKK
1173,NZD_EGP
1174,NZD_EUR
1175,NZD_GBP
1176,NZD_HKD
1177,NZD_HUF
1178,NZD_IDR
1179,NZD_ILS
1180,NZD_INR
1181,NZD_ISK
1182,NZD_JMD
1183,NZD_JOD
1184,NZD_JPY
1185,NZD_KES
1186,NZD_KRW
1187,NZD_LBP
1188,NZD_LKR
1189,NZD_MAD
1190,NZD_MXN
1191,NZD_MYR
1192,NZD_NAD
1193,NZD_NOK
1194,NZD_NPR
1195,NZD_OMR
1196,NZD_PAB
1197,NZD_PHP
1198,NZD_PKR
1199,NZD_PLN
1200,NZD_QAR
1201,NZD_RON
1202,NZD_RUB
1203,NZD_SAR
1204,NZD_SEK
1205,NZD_SGD
1206,NZD_THB
1207,NZD_TRY
1208,NZD_TWD
1209,NZD_USD
1210,NZD_VEF
1211,NZD_XAF
1212,NZD_XCD
1213,NZD_XOF
1214,NZD_ZAR
1215,OMR_GBP
1216,OMR_PKR
1217,PEN_ARS
1218,PEN_BOB
1219,PEN_BRL
1220,PEN_CLP
1221,PEN_COP
1222,PEN_MXN
1223,PEN_PYG
1224,PEN_USD
1225,PEN_UYU
1226,PEN_VEF
1227,PHP_CLP
1228,PHP_CNY
1229,PHP_CZK
1230,PHP_DKK
1231,PHP_EGP
1232,PHP_HKD
1233,PHP_HUF
1234,PHP_IDR
1235,PHP_INR
1236,PHP_ISK
1237,PHP_JMD
1238,PHP_JPY
1239,PHP_KES
1240,PHP_KRW
1241,PHP_LBP
1242,PHP_LKR
1243,PHP_MAD
1244,PHP_MXN
1245,PHP_MYR
1246,PHP_NAD
1247,PHP_NOK
1248,PHP_NPR
1249,PHP_PKR
1250,PHP_RUB
1251,PHP_SEK
1252,PHP_THB
1253,PHP_TRY
1254,PHP_USD
1255,PHP_XAF
1256,PHP_XOF
1257,PHP_ZAR
1258,PKR_CLP
1259,PKR_CZK
1260,PKR_HUF
1261,PKR_IDR
1262,PKR_INR
1263,PKR_ISK
1264,PKR_JMD
1265,PKR_JPY
1266,PKR_KES
1267,PKR_KRW
1268,PKR_LBP
1269,PKR_LKR
1270,PKR_NPR
1271,PKR_PHP
1272,PKR_RUB
1273,PKR_THB
1274,PKR_XAF
1275,PKR_XOF
1276,PLN_AED
1277,PLN_ARS
1278,PLN_AUD
1279,PLN_BBD
1280,PLN_BHD
1281,PLN_BRL
1282,PLN_CAD
1283,PLN_CHF
1284,PLN_CLP
1285,PLN_CNY
1286,PLN_CZK
1287,PLN_DKK
1288,PLN_EGP
1289,PLN_EUR
1290,PLN_GBP
1291,PLN_HKD
1292,PLN_HUF
1293,PLN_IDR
1294,PLN_ILS
1295,PLN_INR
1296,PLN_ISK
1297,PLN_JMD
1298,PLN_JOD
1299,PLN_JPY
1300,PLN_KES
1301,PLN_KRW
1302,PLN_LBP
1303,PLN_LKR
1304,PLN_MAD
1305,PLN_MXN
1306,PLN_MYR
1307,PLN_NAD
1308,PLN_NOK
1309,PLN_NPR
1310,PLN_NZD
1311,PLN_OMR
1312,PLN_PAB
1313,PLN_PHP
